-4.74463,4071.25,-443.51,0
1.64998,-0.440468,-0.582945,0.368324
-0.842661,-0.576304,-0.132235,0.736648
0.69935,-1.60462,-0.589214,1.10497
-2.05998,-1.8353,-0.21523,1.4733
0.340854,-0.826938,0.380741,1.84162
-0.502686,-1.19575,-0.0412254,2.20994
-0.0260332,-1.63947,-0.510909,2.57827
1.75361,-1.1932,-0.0175437,2.94659
1.5172,0.422048,0.761415,3.31492
-0.57857,-1.28095,0.230096,3.68324
0.24491,-1.06713,-0.040261,4.05157
0.021459,-1.14062,-0.661712,4.41989
-0.712497,-1.20989,0.275616,4.78821
-0.586983,-1.58526,-0.78593,5.15654
-0.12755,-1.16426,-0.560468,5.52486
0.531697,-1.09687,-0.33246,5.89319
-0.538446,0.108613,0.918588,6.26151
0.448764,-0.050469,-0.525569,6.62983
0.437974,-0.406719,-0.0930781,6.99816
-0.34598,-0.934022,-0.523382,7.36648
-0.131685,-1.42622,0.420482,7.73481
0.0474306,-1.59342,0.959338,8.10313
0.399212,-1.08226,0.832643,8.47145
1.14561,-0.397234,-1.58505,8.83978
2.3636,-1.29874,1.44393,9.2081
-0.371255,-2.20617,-2.06953,9.57643
1.80791,-1.44474,1.10954,9.94475
-1.08557,-1.56233,1.63936,10.3131
1.13813,-0.800084,-0.44721,10.6814
0.375198,0.0824108,-1.18264,11.0497
1.50219,-2.56535,-0.126213,11.418
1.72088,-3.1607,0.234647,11.7864
5.58613,1.11135,2.69263,12.1547
-9.34593,3.39548,3.22093,12.523
-3.13375,4.56823,-3.37188,12.8913
0.708751,1.53792,-0.183327,13.2597
-0.411797,2.076,-1.21462,13.628
-0.512428,0.743083,-2.5842,13.9963
1.6242,-0.346185,-1.70496,14.3646
-0.492941,0.535024,-0.28303,14.733
-0.701944,-0.30994,0.304539,15.1013
-0.475157,0.292446,-1.23434,15.4696
-0.547228,0.535164,-0.730201,15.8379
1.3879,-1.27749,-0.865457,16.2063
-1.06306,-1.17481,0.999411,16.5746
0.0476195,0.0172483,-0.852428,16.9429
6.26655,-1.52095,-1.40353,17.3112
1.91685,-1.17524,-0.606254,17.6796
0.717537,-1.22876,-0.645328,18.0479
2.05929,-2.62979,-0.357184,18.4162
1.39764,-4.77798,-0.767901,18.7845
-6.76526,-1.92434,0.83999,19.1529
-2.32255,1.98979,-0.272316,19.5212
-1.67345,1.63881,-0.3842,19.8895
-0.691096,-2.4847,-1.36859,20.2578
-1.24373,0.166682,-1.24996,20.6262
-2.61724,-1.59522,-0.863751,20.9945
-0.121432,1.56098,-0.402973,21.3628
2.18072,-0.298919,-0.569055,21.7311
-0.856756,-1.3563,0.194984,22.0994
1.34978,-1.78521,-0.823053,22.4678
-8.78604,4.08145,0.30837,22.8361
6.92695,0.84469,-0.685323,23.2044
-4.05304,-3.94388,-0.381266,23.5727
-3.14893,-0.256012,-0.66594,23.9411
1.03733,-2.45936,-0.979623,24.3094
11.5444,2.69299,1.51452,24.6777
-8.45868,-0.940534,-1.62966,25.046
-1.46772,1.13249,0.58817,25.4144
3.25929,0.309825,0.903062,25.7827
0.874261,-0.343556,-0.66172,26.151
1.29164,-0.194917,0.455222,26.5193
-0.122336,0.932187,-0.0414585,26.8877
0.54988,0.42603,0.436357,27.256
0.783106,1.71822,0.505592,27.6243
-0.128599,-0.272295,-0.237672,27.9926
-1.79742,-0.576863,-0.810352,28.361
-1.19127,-0.603395,-0.348856,28.7293
0.302263,-1.49082,-0.0916193,29.0976
-1.53003,-0.236519,0.53271,29.4659
0.293003,-0.579783,-0.460926,29.8343
0.627971,-0.32331,-0.181308,30.2026
0.957854,-0.483683,0.0559453,30.5709
-1.54683,-0.22785,-0.208461,30.9392
1.17779,-2.29055,-0.791959,31.3076
-0.471105,-1.62409,0.486371,31.6759
0.323087,-0.735223,0.3844,32.0442
1.33814,-0.798373,0.0469201,32.4125
0.399776,-1.09765,0.295002,32.7808
1.35323,0.314227,0.446509,33.1492
2.5445,-1.07374,0.106001,33.5175
-0.916631,-1.72669,-0.749816,33.8858
-0.157325,-1.47069,-0.0578318,34.2541
-2.52336,-2.81786,-1.22826,34.6225
1.83549,1.09469,1.3396,34.9908
2.10625,0.0136691,0.709491,35.3591
1.60599,1.45917,1.27168,35.7274
2.62693,-0.095524,0.572199,36.0958
0.289849,-0.000704229,-0.304451,36.4641
-1.04616,-0.0838927,-0.239304,36.8324
-2.74794,-0.496344,-0.190569,37.2007
-0.207117,0.46326,-0.873612,37.5691
1.50007,2.31906,1.01044,37.9374
-0.944745,-1.67564,0.705661,38.3057
0.321297,-0.486933,0.131077,38.674
-0.0884588,-1.14335,0.559672,39.0424
1.86837,0.268775,0.11181,39.4107
0.0801535,-2.08082,-0.601198,39.779
-0.172208,-0.423972,0.0106384,40.1473
-0.22701,-0.619291,-0.0946023,40.5157
2.13031,-0.395087,-0.407482,40.884
-1.00276,-0.743531,-0.440262,41.2523
1.24322,-0.522564,0.918278,41.6206
-0.320533,-0.262966,0.271793,41.989
-0.238853,0.190341,0.677368,42.3573
-0.0712643,0.256988,-0.0101112,42.7256
0.683724,-0.0307003,0.863613,43.0939
1.50977,-0.0610822,0.788876,43.4622
1.37385,-0.188145,0.346116,43.8306
0.317385,0.506677,0.578541,44.1989
1.31875,0.542932,0.123161,44.5672
3.28294,0.500875,0.774227,44.9355
2.47954,0.245806,0.907126,45.3039
5.16031,1.99415,2.44614,45.6722
-3.79602,2.81218,0.310637,46.0405
-24.253,-6.92318,-4.38623,46.4088
26.4672,4.3644,5.71902,46.7772
-3.07874,-7.22082,-1.73359,47.1455
-8.80994,-5.10714,-2.44084,47.5138
-2.5511,-6.53059,-2.04798,47.8821
8.8149,-4.41809,0.0420569,48.2505
-14.4415,4.46178,-0.327086,48.6188
7.23138,-3.63046,-0.751609,48.9871
1.85219,-5.76966,-0.263851,49.3554
0.331664,-6.18432,-1.09287,49.7238
-2.8101,0.436209,-0.056186,50.0921
-1.78749,-2.95897,-0.617318,50.4604
-0.447792,-1.99377,-0.757028,50.8287
-1.40537,-2.78817,-1.32047,51.1971
-0.215386,-2.52743,-0.117399,51.5654
-0.989627,-2.42126,-0.172993,51.9337
-1.48154,-2.57569,-0.687572,52.302
-0.327075,-2.79539,-0.662908,52.6703
0.0243051,-3.79522,-0.519618,53.0387
-1.06464,-3.16188,-0.274799,53.407
-2.03727,-3.42177,-0.857437,53.7753
-1.35313,-2.83706,-0.607758,54.1436
-0.738451,-3.64281,-0.664286,54.512
0.276628,-3.24342,-0.4843,54.8803
2.20739,-4.28436,-0.214961,55.2486
1.49944,-3.36019,-0.215845,55.6169
-0.679423,-4.14024,0.37749,55.9853
-3.32271,-6.92306,-1.44766,56.3536
-2.53893,-5.91765,-0.120546,56.7219
-1.74885,-7.20731,-1.13604,57.0902
-1.52695,-9.03721,-0.623653,57.4586
0.0766307,-12.7596,-0.501864,57.8269
0.9026,-20.81,-1.78166,58.1952
10.2134,-43.289,-2.96552,58.5635
82.2424,-41.3452,-7.7198,58.9319
-49.676,1.45052,3.11868,59.3002
-15.949,20.2902,2.43979,59.6685
-6.09826,12.2913,0.956799,60.0368
-3.21805,8.49165,0.101247,60.4052
-3.16788,6.64939,-0.291736,60.7735
-2.03871,6.24246,0.638501,61.1418
-1.09753,4.13771,-0.0209058,61.5101
-0.30189,3.83461,0.215206,61.8785
-1.20486,2.79837,0.41057,62.2468
-0.736246,3.3923,0.013278,62.6151
-0.413364,1.60742,0.683096,62.9834
-2.23395,3.29149,0.684789,63.3517
-1.84125,1.91548,0.442102,63.7201
0.308163,1.93121,-0.0978788,64.0884
0.435796,2.19785,0.491714,64.4567
-0.396742,2.02891,0.346093,64.825
2.70821,2.11135,-0.347944,65.1934
-0.667873,0.822366,-0.58176,65.5617
-0.875069,1.05156,0.0349735,65.93
-0.461062,1.26964,-0.201107,66.2983
-0.661842,0.459866,-0.54109,66.6667
-0.907491,1.0994,-0.633022,67.035
-1.04852,1.36604,0.20394,67.4033
-1.02079,1.64931,0.232457,67.7716
-2.54713,-0.88919,-0.0660063,68.14
0.909811,2.20385,1.37283,68.5083
1.2643,1.82442,0.150913,68.8766
-0.888385,0.359745,-0.47936,69.2449
-1.25483,-0.0857116,-0.770027,69.6133
-1.69238,-0.121398,-0.83675,69.9816
0.0421504,-0.10662,-0.618623,70.3499
-2.75402,0.935151,-0.127505,70.7182
1.01846,-0.194181,0.0551663,71.0866
0.884372,0.124817,0.234031,71.4549
0.279895,-0.171346,0.646575,71.8232
-3.11436,0.532996,-0.783535,72.1915
-0.177344,-0.318557,-0.0609438,72.5599
-2.92347,-0.105197,-0.782072,72.9282
1.53457,0.47739,0.441519,73.2965
-1.13634,0.0704567,0.510976,73.6648
-0.247076,0.0255026,0.204851,74.0331
1.1833,0.528761,0.0103417,74.4015
1.23826,0.203819,0.16474,74.7698
-1.61053,-0.136313,-1.08013,75.1381
-0.775286,-0.290275,-0.903936,75.5064
0.0455787,-0.0808596,-0.852984,75.8748
0.0223699,0.0433896,-1.04649,76.2431
-0.839678,0.0206804,-0.451526,76.6114
-0.407394,0.299006,-0.631517,76.9797
0.967824,-0.44842,0.494784,77.3481
0.445071,-0.500835,0.737767,77.7164
-1.3116,0.653105,-0.740111,78.0847
0.340417,0.117236,0.391092,78.453
0.280764,0.10407,-0.037962,78.8214
-1.05707,0.432587,-1.28611,79.1897
-0.769424,-1.17011,-0.42898,79.558
1.00887,-0.20497,0.599351,79.9263
2.04337,-0.237942,-0.52291,80.2947
-0.764539,0.370743,0.397877,80.663
-1.50536,-1.31384,-0.774075,81.0313
-1.23134,-0.807972,0.574356,81.3996
2.77632,1.2294,0.425215,81.768
2.90696,-0.304909,-0.0386237,82.1363
3.95508,-0.444061,0.388749,82.5046
1.68851,-1.37747,-0.62234,82.8729
0.781826,-0.670227,0.233949,83.2413
-2.38884,1.01674,-0.591152,83.6096
-6.78203,1.95053,0.470675,83.9779
-2.14679,1.97817,0.0664359,84.3462
0.938703,0.20577,-0.252691,84.7145
-0.205366,0.3351,-0.442226,85.0829
0.973585,0.0315674,-0.126758,85.4512
-2.66898,0.303441,-1.45533,85.8195
0.0900546,-0.318517,-0.338154,86.1878
-0.56003,0.474029,-0.187617,86.5562
-0.0591555,-0.274457,-0.315875,86.9245
-0.775646,-0.943855,-0.544463,87.2928
0.65405,-0.155354,-0.439763,87.6611
-0.60871,-0.130601,0.0372069,88.0295
-1.04362,-0.465348,-0.289299,88.3978
